,Clinic Name,Distance and Status,Address,Location,Contact Info
1144,Medivale Medical Clinic,17.17 km - Closing in 1 hr 14 min,236 Yishun Ring Road ##01-1012 Yishun Hearts,Singapore 760236,T +65 6257 0141 F +65 6257 0141
1145,Foo Clinic,17.19 km - Closing in 5 hr 44 min,962 Jurong West St 91 #01-306,Singapore 640962,T +65 6791 8853
1146,Apex Medical Centre (Jurong),17.19 km - Closing in 2 hr 13 min,960 Jurong West St 92 #01-172,Singapore 640960,T +65 6791 2292
1147,Healthway Medical Clinic (JW St 92),17.19 km - Closing in 1 hr 43 min,960 Jurong West St 92 #01-166,Singapore 640960,T +65 6791 5680 F +65 6791 8133
1148,Hamid Family Clinic & Surgery,17.2 km - Closing in 0 hr 43 min,156 Pasir Ris St 13 #01-35,Singapore 510156,T +65 6584 8804
1149,S & L Family Clinic (Yishun 235),17.22 km - Closing in 1 hr 13 min,235 Yishun St 21 #01-446,Singapore 760235,T +65 6257 6885
1150,Universal Medical Clinic (Yishun),17.22 km - Closing in 1 hr 13 min,235 Yishun St 21 #01-460,Singapore 760235,T +65 6758 9696
1151,"Drs Oh, Lim, Wong & Partners",17.26 km - Closing in 5 hr 43 min,959 Jurong West St 92 #01-154,Singapore 640959,T +65 6791 3988
1152,Pinnacle Family Clinic (Woodlands),17.26 km - Closing in 0 hr 43 min,Blk 573 Woodlands Drive 16  #01-06,Singapore 730573,T +65 6760 1623 F +65 6760 2158
1153,HealthMatters - The Family Practice,17.27 km - Closed,1 Pasir Ris Close ##01-101 E!HUB@downtown east,Singapore 519599,T +65 6555 7555 F +65 6582 7064
1154,My Family Clinic (Woodlands Glen),17.29 km - Closing in 0 hr 13 min,Blk 573 Woodlands Drive 16 ##01-09,Singapore 730573,T +65 6732 1520 F +65 6732 1521
1155,Mydoctor@Admiralty Pte Ltd,17.29 km - Closing in 0 hr 13 min,Blk 693 Woodlands Avenue 6 ##01-03,Singapore 730693,T +65 6909 8365 F +65 6909 8367
1156,Medipoint Medical Centre (Woodlands),17.34 km - Closed,548 Woodlands Dr 44 #02-24 Vista Point,Singapore 730548,T +65 6893 8776 F +65 6893 9025
1157,SASCO Clinic,17.35 km - Closed,8 Changi North Way,Singapore 499611,T +65 6542 0403 F +65 6540 5670
1158,Atrio Family Clinic,17.37 km - Closed,291 Yishun St 22 #01-349,Singapore 760291,T +65 6752 0838
1159,Kong Clinic & Surgery,17.42 km - Closing in 1 hr 43 min,293 Yishun St 22 #01-223,Singapore 760293,T +65 6752 1401
1160,Psalms Family Clinic,17.42 km - Closing in 1 hr 13 min,293 Yishun St 22 #01-217,Singapore 760293,T +65 6758 3309
1161,Ong Clinic & Surgery (Yishun),17.42 km - Closing in 0 hr 43 min,Blk 293 Yishun Street 22 ##01-223,Singapore 760293,T +65 6710 7635 F +65 6710 7635
1162,ProHealth Medical Group @ Punggol Northshore Pte Ltd,17.43 km - Closing in 7 hr 13 min,Blk 407 Northshore Drive (Northshore Plaza 1)  ##01-26,Singapore 820407,T +65 6908 7984 F +65 6908 7985
1163,Northshore Family Clinic,17.43 km - Closed,Blk 421C Northshore Drive #01-04,Singapore 823421,T +65 6518 3176
1164,Our Family Clinic & Surgery (Pasir Ris),17.44 km - Closed,221 Pasir Ris St 21 #01-116,Singapore 510221,T +65 6585 1859
1165,Health Matters - The Family Practice,17.46 km - Closed,1 Pasir Ris Close #01-101 E!HUB@Downtown East,Singapore 519599,T +65 6555 7555
1166,H S Lee Clinic & Surgery,17.48 km - Closing in 2 hr 13 min,173 Yishun Ave 7 #01-823,Singapore 760173,T +65 6755 0630
1167,Sincere Medical & Dental Clinic,17.49 km - Closing in 1 hr 43 min,292 Yishun St 22 #01-285,Singapore 760292,T +65 6752 5078 F +65 6752 3239
1168,Uniq Medical,17.49 km - Closed,"933, Upper Changi Road North, Liv @ Changi #02-02",Singapore 506785,T +65 9771 9608
1169,RafflesMedical (Loyang Point),17.51 km - Closing in 2 hr 43 min,259 Pasir Ris St 21 #02-33 Loyang Point,Singapore 510259,T +65 6585 3333
1170,Jubilee Family Physicians,17.51 km - Closing in 1 hr 13 min,258 Pasir Ris St 21 #02-327,Singapore 510258,T +65 6582 1883
1171,Onecare Clinic Loyang,17.51 km - Closing in 0 hr 13 min,258 Pasir Ris St 21 #02-14 Loyang Point,Singapore 510258,T +65 6385 7435
1172,A & A Clinic,17.51 km - Closed,570B Woodlands Avenue 1 ##01-07,Singapore 732570,T +65 6339 0883 F +65 6339 0883
1173,Essential Family Clinic & Surgery,17.54 km - Closing in 1 hr 13 min,626A Woodlands Dr 52 #01-01,Singapore 731626,T +65 6366 8057
1174,Woodgrove Medical,17.6 km - Closing in 0 hr 58 min,30 Woodlands Ave 1 #02-03/04 The Woodgrove,Singapore 739065,T +65 6366 8831 F +65 6366 9961
1175,Changi Medical Centre,17.65 km - Closing in 1 hr 43 min,965 Upper Changi Road North #Changi Garden,Singapore 507665,T +65 6214 2410
1176,Peace Family Clinic,17.73 km - Closing in 1 hr 43 min,371 Woodlands Ave 1 #01-821,Singapore 730371,T +65 6269 0466
1177,Admiralty Family Medical Clinic,17.92 km - Closing in 1 hr 43 min,693 Woodlands Avenue 6 #01-08,Singapore 730693,T +65 6904 8894 F +65 6904 5737
1178,Frontier Medical Associates (Woodlands),17.92 km - Closing in 1 hr 43 min,899C Woodlands Dr 50 #01-296,Singapore 732899,T +65 6366 3631 F +65 6366 3638
1179,RafflesMedical,17.95 km - Open 24 Hrs,"10 Airport BoulevardArrival Hall, Passenger Terminal Building 4 #01-01",Singapore 819665,T +65 6584 3133
1180,"Drs Koo, Fok & Associates Pte Ltd",17.97 km - Closed,55 Benoi Road ##01-12 Joo Koon Bus Interchange,Singapore 629907,T +65 6261 3629
1181,Acumed Medical Group (Joo Koon),17.98 km - Closing in 2 hr 13 min,1 Joo Koon Circle #01-23 Fairprice Hub,Singapore 629117,T +65 6861 5755 F +65 6861 5355
1182,Silver Cross Family Clinic,17.99 km - Closing in 9 hr 13 min,305 Woodlands St 31 #01-75,Singapore 730305,T +65 6363 3646
1183,Woodlands Family Clinic,17.99 km - Closing in 1 hr 43 min,305 Woodlands St 31 #01-85,Singapore 730305,T +65 6365 4770 F +65 6365 8075
1184,Doctors Clinic & Surgery,17.99 km - Closing in 1 hr 13 min,305 Woodlands St 31 #01-91,Singapore 730305,T +65 6269 1017
1185,SATA CommHealth Medical Centre - Woodlands,18.02 km - Closing in 2 hr 13 min,900 South Woodlands Drive #04-01 Woodlands Civic Centre,Singapore 730900,T +65 6244 6688
1186,RafflesMedical,18.03 km - Closing in 2 hr 43 min,"60 Airport Boulevard #B16-025, Passenger Terminal 2",Singapore 819643,T +65 6543 1118
1187,888 Plaza Family Clinic,18.06 km - Closing in 6 hr 43 min,888 Woodlands Dr 50 #01-739 888 Plaza,Singapore 730888,T +65 6368 8762
1188,Healthway Medical,18.06 km - Closing in 2 hr 12 min,Blk 446 Bukit Batok West Avenue 8 #01-03,Singapore 650446,T +65 6256 5980
1189,Healthway Medical Clinic (Woodlands),18.06 km - Closing in 2 hr 12 min,888 Woodlands Dr 50 #02-737 888 Plaza,Singapore 730888,T +65 6364 9661
1190,DA Clinic @ Sembawang,18.06 km - Closed,604 Sembawang Road #Sembawang Shopping Centre #B1-06,Singapore 758459,T +65 6219 3658
1191,Victoria Medical House,18.06 km - Closed,888 Woodlands Dr 50 #02-739 888 Plaza,Singapore 730888,T +65 6364 7551 F +65 6364 7552
1192,Onecare Clinic Woodlands,18.09 km - Closing in 0 hr 12 min,4 Woodlands Street 12 #02-57,Singapore 738623,T +65 6363 2919
1193,Frontier Medical Associates (Admiralty),18.13 km - Closing in 0 hr 12 min,691 Woodlands Drive 73 #01-04,Singapore 730691,T +65 6745 0875 F +65 6745 1673
1194,MyDoctor@Canberra,18.13 km - Closed,133 Canberra View  #03-10/11,Singapore 750133,T +65 6970 1002 F +65 6909 8367
1195,Viva Medical Group (Canberra Plaza),18.15 km - Closed,133 Canberra View #02-14 Canberra Plaza,Singapore 750133,T +65 6782 8020 F +65 6784 8060
1196,RafflesMedical (Causeway Point),18.16 km - Closing in 2 hr 42 min,1 Woodlands Square #05-02 Causeway Point,Singapore 738099,T +65 6894 0777 F +65 6894 2267
1197,Admiralty Family Clinic,18.2 km - Closing in 2 hr 12 min,678A Woodlands Ave 6 #01-14,Singapore 731678,T +65 6894 2717
1198,Shenton Medical Group (Woodlands Mrt),18.22 km - Closing in 2 hr 42 min,30 Woodlands Ave 2 #01-47/48/49 Woodlands Mrt Station,Singapore 738343,T +65 6363 9415
1199,First Medical Clinic & Surgery,18.24 km - Closing in 1 hr 42 min,167 Woodlands St 11 #01-11,Singapore 730167,T +65 6368 0111
1200,T S Wong Clinic & Surgery,18.28 km - Closing in 0 hr 42 min,166 Woodlands St 13 #02-523,Singapore 730166,T +65 6368 8670 F +65 6368 9278
1201,Singapore Family Clinic & Surgery (Woodlands),18.3 km - Closing in 2 hr 12 min,717 Woodlands Dr 70 #01-114,Singapore 730717,T +65 6364 7450
1202,Steward Clinic,18.33 km - Closing in 1 hr 42 min,4A Loyang Lane #01-01,Singapore 508923,T +65 6546 0978
1203,Global Care Medical,18.35 km - Closing in 2 hr 12 min,77 Jalan Malu-Malu #Kindol Gardens #01-77,Singapore 769687,T +65 6481 6625 F +65 6481 6831
1204,Peace Family Clinic (WL832),18.4 km - Closing in 1 hr 12 min,832 Woodlands St 83 #01-71,Singapore 730832,T +65 6363 4357 F +65 6363 4357
1205,Mayfair Medical Clinic,18.41 km - Closed,Blk 182 Woodlands Street 13 ##01-04,Singapore 730182,T +65 6235 2880 F +65 6235 2811
1206,W Medical,18.41 km - Closed,Blk 365 Sembawang Crescent #01-06,Singapore 750365,T +65 6273 1246
1207,Canberra Care Medical Clinic,18.43 km - Closing in 1 hr 12 min,120 Canberra Crescent #01-04 Multi Storey Car Park,Singapore 750120,T +65 6483 1128 F +65 6483 1128
1208,Canberra Medical Aesthetics,18.45 km - Closing in 0 hr 42 min,306A Canberra Road #01-01,Singapore 751306,T +65 6852 0500
1209,Acumed Medical Group (Woodlands),18.48 km - Closing in 2 hr 12 min,111 Woodlands St 13 #01-78,Singapore 730111,T +65 6362 7789
1210,Royal Medical Centre,18.48 km - Closing in 1 hr 12 min,111 Woodlands St 13 #01-84,Singapore 730111,T +65 6365 6855 F +65 6362 3254
1211,T Medical Clinic,18.49 km - Closed,Blk 115 Canberra Walk ##01-05,Singapore 750115,T +65 6909 7550
1212,Best Med Family Clinic and Home Care,18.5 km - Closing in 1 hr 42 min,"126 Canberra Street  #01-04, Multi Storey Car Park",Singapore 750126,T +65 6518 4268
1213,Procross Medical Clinic,18.53 km - Closing in 0 hr 12 min,689A Woodlands Drive 75 #01-86,Singapore 731689,T +65 6219 9648 F +65 6219 9649
1214,Duxton Medical Clinic Canberra,18.63 km - Closed,Blk 361 Sembawang Crescent #01-03,Singapore 750361,T +65 6969 1457 F +65 6538 3925
1215,Clifford Dispensary (Dnata),18.65 km - Closing in 2 hr 12 min,50 Airport Boulevard #03-50A Dnata Building,Singapore 819658,T +65 6546 0923
1216,Yap Family Clinic,18.66 km - Closing in 1 hr 42 min,132 Marsiling Rise #01-230,Singapore 730132,T +65 6362 6012
1217,Vitacare Family Clinic @ Canberra Pte. Ltd.,18.66 km - Closed,Blk 361 Sembawang Crescent #01-06,Singapore 750361,T +65 6366 6088
1218,Woodlands Clinic,18.67 km - Closing in 1 hr 42 min,131 Marsiling Rise #01-204,Singapore 730131,T +65 6269 6681
1219,Crest Family Clinic,18.71 km - Closing in 1 hr 12 min,724 Woodlands Ave 6 #01-502,Singapore 730724,T +65 6365 0906 F +65 6369 3480
1220,Temasek Medical Centre (Woodlands),18.72 km - Closing in 2 hr 12 min,883 Woodlands St 82 #01-464 Woodlands North Plaza,Singapore 730883,T +65 6366 8366
1221,Jireh Family Clinic,18.72 km - Closing in 1 hr 42 min,883 Woodlands St 82 #02-468A,Singapore 730883,T +65 6366 0373 F +65 6363 3924
1222,Hope Family Clinic & Surgery,18.72 km - Closing in 0 hr 42 min,883 Woodlands St 82 #01-470 Woodlands North Plaza,Singapore 730883,T +65 6369 1328
1223,RafflesMedical,18.79 km - Open 24 Hrs,"65 Airport Boulevard Departure Hall #B2-01, Passenger Terminal 3",Singapore 819663,T +65 6241 8818
1224,Healthway Medical (Sembawang Drive),18.79 km - Closing in 2 hr 11 min,406 Sembawang Drive  #01-820,Singapore 750406,T +65 6555 6674 F +65 6555 6674
1225,Healthway Medical Clinic (Sun Plaza),18.79 km - Closing in 2 hr 11 min,30 Sembawang Drive #03-20,Singapore 757713,T +65 6555 1445 F +65 6555 1446
1226,Onecare Clinic Canberra,18.8 km - Closing in 0 hr 11 min,Blk 105 Canberra Street #01-09,Singapore 750105,T +65 6251 3778
1227,Frontier Medical Associates,18.8 km - Closed,105 Canberra Street #01-11,Singapore 750105,T +65 6266 5080
1228,Frontier Medical Associates,18.8 km - Closed,Blk 440 Bukit Batok West Avenue 8 #01-05,Singapore 650440,T +65 6337 0061
1229,Central 24-Hr Clinic (Woodlands),18.84 km - Open 24 Hrs,768 Woodlands Ave 6 #02-06A Woodlands Mart,Singapore 730768,T +65 6365 4895 F +65 6362 1895
1230,My Family Clinic (Woodlands),18.84 km - Closing in 2 hr 11 min,768 Woodlands Ave 6 #02-07 Woodlands Mart,Singapore 730768,T +65 6884 0658
1231,Banyan Clinic,18.84 km - Closed,768 Woodlands Ave 6 #02-04 Woodlands Mart,Singapore 730768,T +65 6365 2001 F +65 6365 8525
1232,Central 24-Hr Clinic (Marsiling),18.86 km - Open 24 Hrs,Blk 303 Woodlands Street 31 ##01-185,Singapore 730303,T +65 6365 2908 F +65 6343 6528
1233,EH Medical,18.86 km - Closed,Blk 785E Woodlands Rise #01-12,Singapore 735785,T +65 6251 1526
1234,Norwood Medical Clinic,18.86 km - Closed,785E Woodlands Rise ##01-02,Singapore 735785,T +65 6937 3576 F +65 6463 3387
1235,Healthwerkz Medical Centre @ Sembawang MRT,18.88 km - Closing in 7 hr 11 min,11 Canberra Road #01-09,Singapore 759775,T +65 6755 7115
1236,Greenlife Clinic & Surgery,18.88 km - Closing in 1 hr 11 min,11 Canberra Road #02-01 Sembawang MRT Station,Singapore 759775,T +65 6756 2676 F +65 6756 0016
1237,Healthwerkz Medical Centre @ Sembawang,18.95 km - Closing in 6 hr 11 min,355 Sembawang Way #01-02,Singapore 750355,T +65 6755 7115 F +65 6755 2528
1238,RafflesMedical (Sembawang),18.95 km - Closing in 2 hr 41 min,355 Sembawang Way #01-06,Singapore 750355,T +65 6853 7703 F +65 6853 7786
1239,Wen & Weng Family Clinic,18.99 km - Closing in 1 hr 41 min,505 Canberra Link #01-03 Sembawang Mart,Singapore 750505,T +65 6257 1198
1240,The Cliniq (Montreal Link),19.01 km - Closed,590A Montreal Link #01-23,Singapore 751590,T +65 6710 7635
1241,Central 24-Hr Clinic (Pioneer North),19.06 km - Open 24 Hrs,Blk 959 Jurong West Street 92 ##01-160,Singapore 640959,T +65 6251 2775 F +65 6251 2773
1242,Dr Nah & Lee Family Clinic,19.08 km - Closing in 0 hr 11 min,780 Woodlands Crescent #01-03 Multi Storey Car Park,Singapore 730780,T +65 6250 1528
1243,DR+ Medical & Paincare Clinic (Marsiling),19.2 km - Closing in 1 hr 41 min,18 Marsiling Lane #01-269,Singapore 730018,T +65 6269 7435
1244,RafflesMedical (Terminal Bldg 2-PTB2),19.24 km - Closing in 2 hr 41 min,60 Airport Boulevard #B16-025/026 Changi Airport Terminal 2,Singapore 819643,T +65 6543 1118
1245,RafflesMedical,19.29 km - Open 24 Hrs,60 Airport BoulevardPassenger Terminal Building 1 ##02-10,Singapore 819642,T +65 6241 8818 F +65 6543 1113
1246,Temasek Medical Centre (Sembawang),19.34 km - Closing in 2 hr 11 min,406 Sembawang Drive #01-824,Singapore 750406,T +65 6555 1155 F +65 64811568
1247,Peace Family Clinic & Surgery,19.34 km - Closed,406 Sembawang Drive #01-820,Singapore 750406,T +65 6555 6674
1248,Sembawang Mart Medical Centre,19.41 km - Closed,511 Canberra Road #02-02A Sembawang Mart,Singapore 750511,T +65 6481 9793
1249,The Cliniq,19.41 km - Closed,511 Canberra Road #02-01 Sembawang Mart,Singapore 750511,T +65 6481 9793
1250,Woodlands Medical Centre,19.65 km - Closing in 1 hr 41 min,210 Marsiling Crescent #01-09,Singapore 730210,T +65 9017 3883
1251,Jane & Lee Sembawang Family Clinic,19.7 km - Closed,483 Admiralty Link #01-23,Singapore 750483,T +65 6853 7677
1252,Acumed Medical Group (Tuas),20.58 km - Closing in 2 hr 11 min,71 Pioneer Road #01-06,Singapore 639591,T +65 6861 5996 F +65 6863 3579
1253,Acumed Medical Group,20.67 km - Closing in 1 hr 11 min,14 Tuas Avenue 1 #JTC Space @ Tuas #01-05,Singapore 639499,T +65 6563 9363 F +65 65677365
1254,Acumed Medical Group,22.97 km - Closed,128 Tuas South Avenue 3 #01-03,Singapore 637370,T +65 6570 1390 F +65 6570 1395
1255,Speedoc Pte Ltd (House calls only),(N/A) km - Open 24 Hrs,"Speedoc provides house call doctors on demand to locations islandwide. It does not have a physical clinic.  For more information, visit",www.speedoc.com,T +65 8180 8948
1256,RafflesMedical@Raffles Hospital,(N/A) km - Closing in 7 hr 11 min,"585 North Bridge Road Level 2, Raffles Hospital",Singapore 188770,T +65 6311 2233
1257,Loh & Loh Clinic & Surgery (Haig Road),(N/A) km - Closing in 6 hr 11 min,"10, Haig Road, #01-359",Singapore 430010,T +65 6513 3700
1258,Alami Clinic by Dr Farhan,(N/A) km - Closing in 2 hr 41 min,"398, Changi Road, #01-02",Singapore 419845,T +65 6993 8100
1259,ATA (Orchard) Medical,(N/A) km - Closing in 2 hr 41 min,"1 Orchard Boulevard, #05-09",Singapore 248649,T +65 6322 7331
1260,Bethesda Medical Centre,(N/A) km - Closing in 2 hr 41 min,3 Temasek Boulevard #03-330 Suntec City Tower 1-2 North Wing,Singapore 038983,T +65 6337 8933
1261,RafflesMedical (Capitasky),(N/A) km - Closing in 2 hr 41 min,Blk 79 Robinson Road #01-04 Capitasky,Singapore 068897,T +65 6968 8941
1262,Heals Clinic,(N/A) km - Closing in 2 hr 11 min,47 Tras Street,Singapore 078986,T +65 6223 0132
1263,Healthway Medical,(N/A) km - Closing in 2 hr 11 min,Blk 58 Marine Terrace #01-57,Singapore 449408,T +65 6214 9612
1264,Healthway Medical Ubi Clinic,(N/A) km - Closing in 2 hr 11 min,"304 Ubi Avenue 1, #01-125",Singapore 400304,T +65 6016 5136
1265,Minmed Clinic (Chinatown),(N/A) km - Closing in 2 hr 11 min,"133 New Bridge Rd, #02-32, Chinatown Point",Singapore 408600,T +65 6245 0123
1266,Minmed Clinic (Marina Bay),(N/A) km - Closing in 2 hr 10 min,"8A Marina Boulevard, #B2-73/74 Marina Bay Link Mall",Singapore 238859,T +65 6323 0123
1267,Minmed Clinic (Marine Parade),(N/A) km - Closing in 2 hr 10 min,"80 Marine Parade Road, #05-21 Parkway Parade",Singapore 440058,T +65 6016 5133
1268,Minmed Clinic (Orchard),(N/A) km - Closing in 2 hr 10 min,"290 Orchard Road, #16-04 Paragon",Singapore 237994,T +65 6513 0123
1269,Minmed Clinic (River Valley),(N/A) km - Closing in 2 hr 10 min,"1 Kim Seng Promenade, #B2-128, Great World",Singapore 059413,T +65 6767 0123
1270,Pancare Medical Clinic (Lavender),(N/A) km - Closing in 2 hr 10 min,"465 North Bridge Rd, #01-5073",Singapore 191465,T +65 6517 9986
1271,Silvercross Family Clinic,(N/A) km - Closing in 2 hr 10 min,"846 Yishun Ring Rd, #01-3661",Singapore 760846,T +65 6759 9181
1272,Yim Medical Centre,(N/A) km - Closing in 2 hr 10 min,678A Woodlands Ave 6 #03-16,Singapore 731678,T +65 6893 9181
1273,Assure Family Clinic,(N/A) km - Closing in 1 hr 40 min,161 Bukit Merah Central #01-3739,Singapore 150161,T +65 6252 8112
1274,ICONCARE Medical Clinic,(N/A) km - Closing in 1 hr 40 min,"150 Bedok Reservoir Road, #01-1733",Singapore 470150,T +65 6816 8800
1275,Manadr Clinic,(N/A) km - Closing in 1 hr 40 min,371 Beach Road #02-52 City Gate,Singapore 199597,T +65 6970 4557
1276,Pinnacle Family Clinic (Changi North),(N/A) km - Closing in 0 hr 40 min,"963C, Upper Changi Road North, #02-09",Singapore 506790,T +65 6320 3938
1277,Good Medical Clinic,(N/A) km - Closed,"462 Tampines Street 44, #01-74",Singapore 520462,T +65 6322 7762
1278,Riversage Family Clinic,(N/A) km - Closed,476 Upper Serangoon View #02-08,Singapore 530476,T +65 6568 8661
1279,Our Tampines Family Clinic,(N/A) km - Closed,"622A Tampines Ave 12, #01—08, Tampines Greenverge",Singapore 521622,T +65 6908 5418
1280,bWell Medical & Physio,(N/A) km - Closed,132 East Coast Road,Singapore 428817,T +65 6025 1329
1281,My Family Clinic (Tanglin Halt),(N/A) km - Closed,40 Margaret Drive #01-01,Singapore 140040,T +65 6473 8920
1282,57 Medical Clinic (Parkway Centre),(N/A) km - Closed,1 Marine Parade Central #02-05,Singapore 449408,T +65 6214 9612
1283,SingMedical Clinic Ubi,(N/A) km - Closed,"302 Ubi Avenue 1, #01-55",Singapore 400302,T +65 6592 3123
